,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Umluj,34,SA,1595372466,60,25.02,37.27,86.14,9.1
377,Lagoa,0,PT,1595372544,78,39.05,-27.98,69.12,4.36
378,Hasaki,75,JP,1595372527,94,35.73,140.83,77.0,6.93
379,Muhafazat Lahij,56,YE,1595372829,58,13.17,44.58,83.44,3.42
380,Lake City,40,US,1595372810,100,30.19,-82.64,82.0,4.7
381,Poltavka,12,RU,1595372829,90,54.37,71.76,55.65,7.47
382,North Myrtle Beach,1,US,1595372511,70,33.82,-78.68,87.8,13.87
383,Muravlenko,0,RU,1595372545,79,63.79,74.52,46.67,8.48
384,Berdigestyakh,22,RU,1595372517,70,62.1,126.7,61.86,9.04
385,Gorontalo,18,ID,1595372728,87,0.54,123.06,76.39,2.01
386,Loreto,53,MX,1595372592,37,22.27,-101.97,77.43,7.65
387,Santa Fe,100,AR,1595372642,80,-31.63,-60.7,63.0,4.0
388,Uyuni,60,BO,1595372816,43,-20.46,-66.83,47.48,3.96
389,Moundsville,75,US,1595372621,58,39.92,-80.74,87.01,6.93
390,Quatre Cocos,75,MU,1595372493,72,-20.21,57.76,68.0,13.87
391,Kieta,19,PG,1595372581,70,-6.22,155.63,83.75,6.8
392,Namatanai,32,PG,1595372454,76,-3.67,152.43,82.81,6.46
393,Matagami,1,CA,1595372542,36,49.75,-77.63,75.2,2.95
394,Kitui,90,KE,1595372830,88,-1.37,38.01,61.93,7.58
395,Biak,51,ID,1595372444,80,-0.91,122.88,77.61,7.65
396,Tuatapere,82,NZ,1595372427,83,-46.13,167.68,39.0,3.0
397,Ruswil,75,CH,1595372830,88,47.08,8.13,68.0,3.36
398,Kropotkin,0,RU,1595372741,85,45.44,40.58,62.65,6.42
399,Sacramento,5,US,1595372550,37,38.47,-121.32,84.0,10.29
400,Galle,99,LK,1595372697,86,6.04,80.22,79.52,3.36
401,Río Gallegos,0,AR,1595372299,92,-51.62,-69.22,30.2,6.93
402,Bubaque,100,GW,1595372243,78,11.28,-15.83,79.5,5.03
403,Dakar,75,SN,1595372637,94,14.69,-17.44,78.8,5.93
404,Oxelösund,75,SE,1595372831,93,58.67,17.1,53.6,10.29
405,Belyy Yar,40,RU,1595372504,82,53.6,91.39,62.6,6.71
406,Pangkalanbuun,74,ID,1595372557,98,-2.68,111.62,74.23,2.01
407,Lüderitz,0,NA,1595372529,37,-26.65,15.16,68.0,8.05
408,Trairi,31,BR,1595372465,76,-3.28,-39.27,77.97,8.93
409,Harindānga,75,IN,1595372538,94,22.04,88.32,78.8,3.36
410,Amberley,40,US,1595372831,62,39.2,-84.43,91.99,9.17
411,Ca Mau,16,VN,1595372831,88,9.18,105.15,77.04,0.16
412,Batagay-Alyta,20,RU,1595372831,49,67.8,130.41,71.13,16.55
413,Oktyabr'skoye,98,RU,1595372526,88,43.06,44.74,66.2,2.24
414,Nicolás R Casillas,40,MX,1595372831,23,20.53,-103.47,87.01,4.05
415,San Andrés,75,CO,1595372451,83,12.58,-81.7,84.2,5.82
416,Urucará,60,BR,1595372575,62,-2.54,-57.76,80.71,2.3
417,Kholuy,98,RU,1595372832,97,56.58,41.87,56.95,5.86
418,Nakapiripirit,95,UG,1595372832,84,1.92,34.78,64.72,5.44
419,Tautira,20,PF,1595372539,65,-17.73,-149.15,82.4,6.93
420,Itacoatiara,37,BR,1595372832,83,-3.14,-58.44,82.4,1.01
421,Narsaq,50,GL,1595372421,36,60.92,-46.05,62.6,9.17
422,Acapulco de Juárez,75,MX,1595372467,74,16.86,-99.89,86.0,6.93
423,Broken Hill,90,AU,1595372481,100,-31.95,141.43,33.8,5.82
424,Fortuna,1,US,1595372492,77,40.6,-124.16,66.0,17.22
425,Santiago del Estero,100,AR,1595372313,56,-27.8,-64.26,62.98,5.68
426,Tain,95,GB,1595372832,87,57.81,-4.06,52.0,2.24
427,La Malbaie,26,CA,1595372782,70,47.66,-70.16,69.01,5.01
428,Chandler,1,US,1595372725,10,33.31,-111.84,109.99,5.82
429,Coahuayana Viejo,75,MX,1595372535,70,18.73,-103.68,86.0,11.41
430,Kodinsk,88,RU,1595372558,58,58.69,99.18,59.32,3.02
431,Mitchell,20,US,1595372544,60,43.71,-98.03,75.2,8.05
432,Iberia,40,US,1595372496,83,29.95,-91.75,87.8,5.82
433,Santa María del Oro,95,MX,1595372520,45,25.93,-105.37,76.78,4.21
434,Alice Springs,40,AU,1595372313,100,-23.7,133.88,41.0,11.27
435,Buin,90,CL,1595372833,93,-33.73,-70.75,46.4,7.34
436,Novomichurinsk,16,RU,1595372833,92,54.04,39.75,58.48,8.01
437,Provincia di Campobasso,0,IT,1595372833,78,41.63,14.58,69.01,3.4
438,Bartica,75,GY,1595372833,94,6.4,-58.62,77.0,11.41
439,Lata,28,PT,1595372540,85,40.16,-8.33,70.0,4.52
440,Anchorage,1,US,1595372769,40,61.22,-149.9,73.0,9.17
441,Gigmoto,95,PH,1595372548,78,13.78,124.39,82.31,1.81
442,Yangcun,1,CN,1595372834,69,39.36,117.06,78.8,2.24
443,Gambēla,100,ET,1595372739,91,8.25,34.58,70.09,2.46
444,Bundaberg,100,AU,1595372541,72,-24.85,152.35,63.0,10.29
445,Kānt,97,IN,1595372834,79,27.8,79.8,79.97,2.68
446,Anadyr,20,RU,1595372429,58,64.75,177.48,57.2,6.71
447,Auki,53,SB,1595372684,68,-8.77,160.7,83.17,9.08
448,Skopelos Town,0,GR,1595372834,55,39.12,23.72,75.0,1.01
449,Sombrio,79,BR,1595372834,75,-29.11,-49.62,65.64,3.27
450,Lékoni,45,GA,1595372597,49,-1.58,14.26,80.42,3.53
451,Rochegda,59,RU,1595372834,91,62.8,43.25,56.82,6.51
452,Mandera,35,KE,1595372729,57,3.94,41.87,76.82,20.69
453,Mabaruma,99,GY,1595372586,92,8.2,-59.78,75.99,3.18
454,Camapuã,0,BR,1595372835,33,-19.53,-54.04,73.72,6.2
455,Caraquet,1,CA,1595372835,44,47.79,-64.94,75.2,9.17
456,Toamasina,51,MG,1595372527,80,-18.17,49.38,66.18,9.04
457,Toktogul,12,KG,1595372835,56,41.87,72.94,61.12,1.21
458,Álamos,94,MX,1595372835,47,27.02,-108.93,98.01,3.0
459,Mount Isa,0,AU,1595372225,30,-20.73,139.5,57.2,10.29
460,Nur-Sultan,49,KZ,1595372787,87,51.18,71.45,55.4,13.42
461,Koutsouras,0,GR,1595372835,46,35.03,25.95,80.01,17.0
462,Mago,100,RU,1595372835,96,53.25,140.18,57.43,5.1
463,Dinguiraye,100,GN,1595372835,91,11.3,-10.72,72.27,3.67
464,Kargasok,95,RU,1595372721,81,59.06,80.86,56.64,9.71
465,Warrnambool,100,AU,1595372286,97,-38.38,142.48,46.99,1.01
466,Awjilah,0,LY,1595372585,48,29.11,21.29,76.82,16.4
467,Bosaso,23,SO,1595372567,47,11.28,49.18,89.04,11.41
468,Kailua,20,US,1595372517,62,21.4,-157.74,84.2,11.41
469,Ferrol,20,ES,1595372759,82,43.48,-8.24,64.99,3.36
470,Araouane,24,ML,1595372498,28,18.9,-3.53,97.57,15.82
471,Ballyhaunis,100,IE,1595372836,85,53.77,-8.77,55.99,11.01
472,Constitución,98,CL,1595372502,80,-35.33,-72.42,51.28,10.63
473,Kodala,100,IN,1595372836,88,19.63,84.95,79.61,1.25
474,Bolgatanga,42,GH,1595372836,85,10.79,-0.85,77.13,4.32
475,Sørland,93,NO,1595372454,80,67.67,12.69,52.3,11.65
476,Viedma,100,AR,1595372478,88,-40.81,-63.0,46.0,7.0
477,Safi,0,MA,1595372542,89,32.3,-9.24,69.6,9.15
478,Tezu,100,IN,1595372737,87,27.92,96.17,74.89,1.99
479,Ahipara,74,NZ,1595372410,70,-35.17,173.17,53.33,23.42
480,Mürzzuschlag,96,AT,1595372837,82,47.6,15.68,64.99,4.0
481,Penzance,95,GB,1595372522,87,50.12,-5.54,59.0,6.93
482,Pāsighāt,100,IN,1595372837,88,28.07,95.33,75.45,2.21
483,Doha,15,QA,1595372464,79,25.29,51.53,95.0,3.36
484,Mayo,1,US,1595372607,59,38.89,-76.51,91.99,3.36
485,Tiarei,20,PF,1595372578,65,-17.53,-149.33,82.4,6.93
486,Helena,1,US,1595372818,14,46.59,-112.04,93.2,13.87
487,Kapuskasing,75,CA,1595372542,44,49.42,-82.43,75.2,8.05
488,Williams Lake,75,CA,1595372806,53,52.14,-122.14,73.4,3.36
489,Qujing,100,CN,1595372838,92,25.48,103.78,60.58,6.73
490,Bastrop,90,US,1595372731,94,32.76,-91.87,78.8,19.46
491,Qandala,7,SO,1595372838,54,11.47,49.87,88.11,12.41
492,Popondetta,64,PG,1595372838,76,-8.75,148.25,79.83,2.3
493,Bud,83,US,1595372769,78,39.45,-86.18,86.0,4.92
494,Kidal,100,ML,1595372526,44,18.44,1.41,85.66,16.78
495,Jacksonville,40,US,1595372664,55,30.33,-81.66,90.0,10.29
496,Verkhnyaya Inta,0,RU,1595372574,75,65.98,60.31,57.43,8.12
497,Port Lincoln,23,AU,1595372428,69,-34.73,135.87,51.24,5.73
498,Kaeo,15,NZ,1595372454,3,-35.1,173.78,53.01,11.99
499,Mukhtolovo,97,RU,1595372839,98,55.46,43.2,57.61,5.3
500,Magadan,100,RU,1595372690,68,59.57,150.8,59.13,5.53
501,Borovskoy,53,KZ,1595372839,85,53.8,64.15,55.92,7.11
502,Võhma,0,EE,1595372839,92,58.63,25.55,55.99,5.37
503,Spirit River,75,CA,1595372839,64,55.78,-118.84,69.8,6.93
504,Níjar,20,ES,1595372839,69,36.97,-2.21,80.6,8.05
505,Inírida,92,CO,1595372548,94,3.87,-67.92,75.72,0.65
506,Sri Aman,100,MY,1595372524,100,1.24,111.46,75.2,0.18
507,Yining,83,CN,1595372839,87,29.04,114.56,78.73,2.28
508,Virginia Beach,40,US,1595372682,44,36.85,-75.98,97.0,12.75
509,Badnāwar,100,IN,1595372824,86,23.02,75.22,78.12,9.71
510,Aljezur,0,PT,1595372748,82,37.32,-8.8,73.99,3.71
511,Tecpatán,75,MX,1595372840,65,17.13,-93.3,82.4,20.8
512,General Roca,90,AR,1595372772,87,-39.03,-67.58,44.6,6.93
513,King City,49,US,1595372840,41,36.21,-121.13,93.99,9.33
514,Antofagasta,75,CL,1595372316,77,-23.65,-70.4,59.0,13.87
515,Saint-Raymond,75,CA,1595372840,47,45.47,-73.61,78.01,11.41
516,Bulungu,0,CD,1595372840,41,-4.55,18.6,75.33,0.85
517,Marrakesh,0,MA,1595372745,42,31.63,-8.01,82.4,6.93
518,Sete Lagoas,0,BR,1595372620,64,-19.47,-44.25,71.6,9.17
519,Anloga,20,GH,1595372592,88,5.79,0.9,75.2,6.93
520,Kamaishi,75,JP,1595372464,88,39.27,141.88,71.6,3.36
521,Buraidah,0,SA,1595372456,13,26.33,43.98,87.33,6.85
522,Maniitsoq,95,GL,1595372666,78,65.42,-52.9,49.93,6.13
523,Khāsh,0,IR,1595372841,92,28.22,61.22,66.79,3.49
524,Muzhi,2,RU,1595372495,85,65.37,64.67,54.79,4.65
525,Areosa,4,PT,1595372841,77,41.72,-8.86,77.0,1.45
526,Half Moon Bay,75,US,1595372841,82,37.46,-122.43,73.99,9.17
527,Kutum,71,SD,1595372583,51,14.2,24.67,78.57,5.1
528,Rio Grande City,77,US,1595372841,47,26.38,-98.82,98.01,3.0
529,Alofi,40,NU,1595372436,78,-19.06,-169.92,82.4,8.05
530,Vrangel',91,RU,1595372683,69,42.73,133.08,70.32,6.89
531,Peski,23,RU,1595372841,88,55.22,38.76,62.6,4.47
532,Vila do Maio,44,CV,1595372463,74,15.13,-23.22,80.6,5.82
533,Puerto Escondido,75,MX,1595372538,70,15.85,-97.07,84.2,8.05
534,Kamyshin,2,RU,1595372842,69,50.1,45.42,65.03,6.93
535,Sovetskiy,0,RU,1595372842,71,61.36,63.58,56.28,1.63
536,Sola,63,VU,1595372490,71,-13.88,167.55,77.04,19.73
537,Kirksville,1,US,1595372842,73,40.19,-92.58,78.01,5.82
538,Monywa,99,MM,1595372842,81,22.12,95.13,79.07,8.63
539,Jieshi,4,CN,1595372424,82,22.81,115.83,81.77,7.07
540,Pāppinisshēri,80,IN,1595372842,90,11.95,75.35,78.13,2.48
541,Hervey Bay,100,AU,1595372688,72,-25.3,152.85,63.0,10.29
542,Souillac,75,MU,1595372525,72,-20.52,57.52,68.0,13.87
543,Mendi,31,PG,1595372842,82,-6.18,143.65,61.99,2.35
544,Twentynine Palms,40,US,1595372842,8,34.14,-116.05,107.6,16.11
545,Madang,35,PG,1595372745,85,-5.22,145.8,81.03,1.23
546,Puerto Rico,100,AR,1595372843,77,-26.8,-55.02,66.97,3.13
547,Cherskiy,57,RU,1595372483,32,68.75,161.3,77.02,10.47
548,Nuuk,45,GL,1595372431,58,64.18,-51.72,55.4,4.7
549,Yulara,16,AU,1595372511,81,-25.24,130.99,42.8,8.05
550,Sunndalsøra,100,NO,1595372843,87,62.68,8.55,48.2,20.8
551,Amahai,70,ID,1595372843,92,-3.33,128.92,84.0,1.01
552,Chālūs,0,IR,1595372843,78,36.66,51.42,78.8,2.24
553,Imeni Poliny Osipenko,96,RU,1595372843,88,52.42,136.49,59.9,8.84
554,Mananjary,68,MG,1595372843,80,-21.22,48.33,66.04,5.06
555,Kodīnar,84,IN,1595372843,83,20.79,70.7,82.58,7.34
556,Manokwari,21,ID,1595372546,65,-0.87,134.08,82.83,3.51
557,Padang,100,ID,1595372159,81,-0.95,100.35,77.65,3.04
558,Chapais,40,CA,1595372519,46,49.78,-74.85,69.8,10.29
559,Ambilobe,71,MG,1595372680,78,-13.2,49.05,63.1,3.49
560,Nueve de Julio,100,AR,1595372844,98,-35.44,-60.88,53.01,4.0
561,Kinkala,0,CG,1595372844,88,-4.36,14.76,71.6,4.7
562,Salta,40,AR,1595372728,82,-24.79,-65.41,62.6,9.17
563,Vilhena,0,BR,1595372366,50,-12.74,-60.15,77.0,5.82
564,Kuantan,20,MY,1595372844,88,3.81,103.33,77.0,1.12
565,Takoradze,100,GH,1595372605,92,4.88,-1.76,75.4,9.66
566,Pailitas,100,CO,1595372844,86,8.96,-73.63,80.37,2.13
567,San Cristobal,75,VE,1595372340,58,7.77,-72.22,86.0,4.7
568,Moskovskiy,13,RU,1595372844,87,55.6,37.35,63.0,8.95
569,Banjar,40,ID,1595372473,100,-8.19,114.97,78.8,11.41
570,Castelo do Piauí,40,BR,1595372844,39,-5.32,-41.55,77.59,4.85
571,Pemangkat,31,ID,1595372690,90,1.17,108.97,75.76,5.55
572,Todos Santos,1,MX,1595372462,75,23.45,-110.22,79.0,4.0
